year,local,SIG_CD,SIG_ENG_NM,SIG_KOR_NM,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47
2022,부산동구,26170,Dong-gu,동구,,,,,,,,,,,,,,,,,,,,79.5,18.17,61.28,"54,748","184,605","301,252",454,"39,807",,,,,,,,,16.3,39.8,28.2,"86,462",국민의힘,8th,김진홍,국민의힘,60.08,최형욱,더불어민주당,39.91
2003,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,,,,,,"88,811","86,345",0,"2,466",52.1,18.74,33.34,"14,335","25,510","76,514",53,"15,437",,,,,,,,,42,42,6.9,"282,056",새천년민주당,3rd,이진복,한나라당,61.45,이규상,무소속,38.54
2004,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,,,,,,"104,826","100,737",0,"4,089",50.1,19.54,30.59,"15,070","23,592","77,124",57,"16,095",,,,,,,,,44.9,44.9,7.4,"279,366",새천년민주당,3rd,이진복,한나라당,61.45,이규상,무소속,38.54
2005,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,,,,,,"124,072","121,983",0,"2,089",51.6,18.11,33.48,"15,552","28,755","85,875",60,"16,900",,,,,,,,,39.3,72.2,7.9,"276,095",새천년민주당,3rd,이진복,한나라당,61.45,이규상,무소속,38.54
2006,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,,,,,,"107,888","105,211",0,"2,677",56.1,13.85,42.21,"12,917","39,356","93,235",42,"11,537",,,,,,,,,29.7,62,8.4,"279,528",열린우리당,4th,최찬기 ,한나라당,51.1,이진복,무소속,34.39
2007,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,,,,,,"110,439","110,439","110,439","110,439",56.8,10.88,45.96,"10,598","44,761","97,393",45,"12,633",,,,,,,,,27.2,58.8,9,"284,901",열린우리당,4th,최찬기 ,한나라당,51.1,이진복,무소속,34.39
2008,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,,,,,,"139,404","137,003",0,"2,401",67.5,17.45,50.06,"20,983","60,205","120,257",52,"14,790",,,6.3,"9,168","145,513",43.2,"58,707","4,101",24.5,52.6,9.5,"282,673",한나라당,4th,최찬기 ,한나라당,51.1,이진복,무소속,34.39
2009,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,-7.82,"183,601","169,251","182,544","1,057","176,434","171,463",0,"4,971",70.9,16.96,53.95,"22,571","71,774","133,050",58,"16,325",,,6.2,"10,926","177,430",53,"88,994","4,982",26.1,48.6,10.1,"281,644",한나라당,4th,최찬기 ,한나라당,51.1,이진복,무소속,34.39
2010,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,-5.98,"165,744","155,830","165,402",342,"168,643","161,518",0,"7,125",74.4,18.19,56.21,"26,269","81,168","144,397",53,"14,897",,,6.2,"9,980","161,314",54.1,"82,468","4,776",24.1,46.9,10.6,"282,779",한나라당,5th,조길우,한나라당,49.11,정상원,민주당,33.39
2011,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,0.02,"191,801","191,837","191,539",262,"183,283","178,983",0,"4,301",74.7,17.43,57.22,"27,504","90,276","157,762",101,"28,543",,,7.5,"14,433","191,759",50.8,"92,161","5,248",26.7,46,11.1,"283,742",한나라당,5th,조길우,한나라당,49.11,정상원,민주당,33.39
2012,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,-7.3,"207,815","192,654","207,534",281,"196,489","191,743",0,"4,745",75,16.26,58.72,"27,643","99,851","170,037",104,"29,408",,,6.9,"13,928","202,003",50.6,"96,788","5,396",27.5,45.4,11.9,"278,767",한나라당,5th,조길우,한나라당,49.11,정상원,민주당,33.39
2013,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,-6.04,"237,775","223,417","237,253",522,"216,095","211,512",0,"4,582",76.7,13.71,62.96,"25,476","116,994","185,810",114,"31,677",,,5.2,"12,010","230,081",52.2,"113,091","6,999",25.9,42.4,12.7,"276,689",한나라당,5th,조길우,한나라당,49.11,정상원,민주당,33.39
2014,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,-7.06,"263,091","244,529","263,139",-48,"241,950","239,140",0,"2,810",78.7,12.43,66.23,"26,924","143,434","216,568",120,"33,124",,,4.5,"11,589","256,392",54.3,"131,035","8,103",20.3,35.9,13.4,"275,971",새누리당,6th,전광우,새누리당,46.95,정상원,새정치민주연합,28.13
2015,부산동래구,26260,Dongnae-gu,동래구,"8,781","8,409",372,0,0,"838,926","835,054","3,872",0,0,-6.47,"286,914","268,360","286,733",181,"276,642","271,150",0,"5,492",79.5,12.61,66.87,"30,063","159,475","238,488",123,"34,028",,,7.7,"22,150","287,502",55.5,"151,020","8,678",20,34.1,14.1,"272,837",새누리당,6th,전광우,새누리당,46.95,정상원,새정치민주연합,28.13
2016,부산동래구,26260,Dongnae-gu,동래구,"12,073","11,838",236,0,0,"878,439","874,704","3,736",0,0,7.53,"280,433","301,550","280,448",-15,"302,828","297,034",0,"5,794",78.5,12.61,65.88,"31,618","165,192","250,742",141,"38,555",,,9.9,"31,713","319,340",53.9,"162,631","9,480",21.4,36.4,14.8,"272,745",새누리당,6th,전광우,새누리당,46.95,정상원,새정치민주연합,28.13
2017,부산동래구,26260,Dongnae-gu,동래구,"10,782","10,556",226,0,0,"911,757","908,031","3,726",0,0,6.88,"302,494","323,318","302,474",20,"305,990","301,750",0,"4,240",78.5,13.86,64.61,"36,372","169,551","262,416",153,"41,630",,,3.5,"11,944","337,933",54,"170,565","11,870",21.1,36.6,15.8,"270,727",새정치민주연합,6th,전광우,새누리당,46.95,정상원,새정치민주연합,28.13
2018,부산동래구,26260,Dongnae-gu,동래구,"12,896","12,685",211,0,0,"966,606","962,895","3,711",0,0,6.28,"333,699","354,654","333,696",3,"342,115","336,410",0,"5,705",80,13.02,66.95,"38,244","196,731","293,831",170,"46,135",,,5.1,"19,374","382,466",52.9,"191,999","10,326",20.7,35.2,16.6,"266,515",더불어민주당,7th,김우룡,더불어민주당,48.53,전광우,자유한국당,38.95
2019,부산동래구,26260,Dongnae-gu,동래구,"14,703","14,439",264,0,0,"1,044,394","1,040,631","3,764",0,0,10.6,"387,233","428,285","387,233",0,"401,447","394,964",0,"6,483",80.6,13.37,67.24,"43,871","220,567","328,053",194,"51,820",,,6.3,"29,031","462,266",54.2,"240,048","10,499",20.7,34,17.3,"271,247",더불어민주당,7th,김우룡,더불어민주당,48.53,전광우,자유한국당,38.95
2020,부산동래구,26260,Dongnae-gu,동래구,"18,125","17,870",256,0,0,"1,081,181","1,077,425","3,756",0,0,-1.26,"571,953","564,728","571,978",-25,"561,217","556,245",0,"4,972",83.3,17.96,65.29,"68,957","250,685","383,941",225,"60,953",,,7,"42,782","609,778",62.6,"368,638","12,900",20.1,34.2,18.4,"270,745",더불어민주당,7th,김우룡,더불어민주당,48.53,전광우,자유한국당,38.95
2021,부산동래구,26260,Dongnae-gu,동래구,"17,310","17,058",252,0,0,"1,140,531","1,136,779","3,752",0,0,1.28,"575,757","583,127","575,757",0,"588,813","585,436",0,"3,377",82.7,15.48,67.19,"59,463","258,037","384,026",240,"64,993",,,6.1,"630,353","38,167",61.9,"374,917","15,254",21.3,33.9,19.4,"266,866",더불어민주당,7th,김우룡,더불어민주당,48.53,전광우,자유한국당,38.95
2022,부산동래구,26260,Dongnae-gu,동래구,,,,,,,,,,,,,,,,,,,,84,16.42,67.57,"71,369","293,677","434,608",282,"75,158",,,,,,,,,21.4,32.6,20.1,"273,226",국민의힘,8th,장준용,국민의힘,60.18,김우룡,더불어민주당,34.41
2003,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,,,,,,"137,898","137,196",0,703,55.4,13.19,42.21,"17,114","54,759","129,718",67,"28,281",,,,,,,,,46,46,7.8,"410,603",새천년민주당,3rd,안영일,한나라당,52.45,하계열,무소속,47.54
2004,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,,,,,,"149,725","145,315",0,"4,410",53.5,15.15,38.31,"19,497","49,293","128,662",71,"28,959",,,,,,,,,45.8,45.8,8.4,"405,534",새천년민주당,3rd,안영일,한나라당,52.45,하계열,무소속,47.54
2005,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,,,,,,"169,964","160,179",0,"9,786",53.8,14.07,39.74,"19,391","54,780","137,841",79,"32,088",,,,,,,,,43.3,65.6,8.8,"410,610",새천년민주당,3rd,안영일,한나라당,52.45,하계열,무소속,47.54
2006,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,,,,,,"171,401","164,271",0,"7,130",53.9,9.99,43.96,"15,816","69,636","158,397",56,"23,193",,,,,,,,,38.8,60,9.5,"405,775",열린우리당,4th,하계열,한나라당,70.33,김영재,열린우리당,17.25
2007,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,,,,,,"179,268","179,268","179,268","179,268",58.2,8.95,49.27,"14,752","81,247","164,901",62,"24,992",,,,,,,,,31.6,53.8,10.2,"402,359",열린우리당,4th,하계열,한나라당,70.33,김영재,열린우리당,17.25
2008,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,,,,,,"209,285","201,954",0,"7,331",72.6,14.75,57.84,"29,498","115,704","200,046",66,"26,446",,,6.3,"13,611","214,905",53.1,"104,778","9,423",28.4,47.2,10.8,"400,516",한나라당,4th,하계열,한나라당,70.33,김영재,열린우리당,17.25
2009,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,-2.49,"269,218","262,502","268,898",320,"252,675","243,793",0,"8,882",73.2,12.13,61.07,"25,738","129,533","212,106",71,"28,543",,,8.4,"22,134","263,047",53.4,"134,505","5,971",24.7,41.8,11.4,"395,689",한나라당,4th,하계열,한나라당,70.33,김영재,열린우리당,17.25
2010,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,-3.81,"264,336","254,256","264,226",110,"264,746","255,506",0,"9,240",78,12.37,65.59,"27,800","147,360","224,653",72,"28,623",,,6.4,"16,582","257,308",55.8,"136,033","7,457",23.1,37.9,12,"395,826",한나라당,5th,하계열,한나라당,59.02,정혜정,민주당,40.97
2011,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,-0.48,"285,535","284,173","285,225",310,"276,568","268,822",0,"7,745",75.1,14,61.09,"34,259","149,463","244,662",123,"48,505",,,6.9,"19,013","277,179",54.8,"145,596","6,434",28.6,41.4,12.4,"395,044",한나라당,5th,하계열,한나라당,59.02,정혜정,민주당,40.97
2012,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,-4.42,"320,878","306,687","320,709",170,"301,262","284,885",0,"16,376",75.2,12.79,62.43,"33,375","162,875","260,905",130,"51,535",,,5.1,"15,731","306,541",56.1,"163,270","8,771",29.8,42.3,13.1,"392,731",한나라당,5th,하계열,한나라당,59.02,정혜정,민주당,40.97
2013,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,-6.35,"373,955","350,204","373,764",191,"333,379","321,576",0,"11,803",77.9,14.48,63.47,"42,803","187,567","295,536",145,"57,127",,,5,"17,251","347,393",57.5,"190,218","9,590",30.8,42.4,13.9,"389,765",한나라당,5th,하계열,한나라당,59.02,정혜정,민주당,40.97
2014,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,-5.21,"387,163","366,977","386,803",360,"386,178","361,585",0,"24,593",79.7,11.07,68.65,"36,333","225,233","328,099",149,"58,179",,,5.1,"18,819","369,629",60.8,"214,378","10,212",23.9,34.5,14.7,"387,378",새누리당,6th,하계열,새누리당,61.97,조영진,새정치민주연합,30.27
2015,부산부산진구,26230,Busanjin-gu,부산진구,"18,938","18,760",178,0,0,"947,738","941,439","6,298",0,0,-3.81,"455,628","438,271","455,402",227,"407,677","392,980",0,"14,697",81.1,9.84,71.27,"37,180","269,373","377,979",158,"61,244",,,4.2,"17,726","419,159",61.4,"247,490","9,807",21.9,31.7,15.4,"381,572",새누리당,6th,하계열,새누리당,61.97,조영진,새정치민주연합,30.27
2016,부산부산진구,26230,Busanjin-gu,부산진구,"19,486","19,408",78,0,0,"972,588","966,129","6,459",0,0,3.33,"446,886","461,749","446,992",-106,"457,456","422,834",0,"34,622",81.5,11.27,70.19,"44,612","277,911","395,920",165,"62,907",,,5.6,"25,786","461,340",60.7,"268,942","10,927",21.3,31.1,16.1,"376,526",새누리당,6th,하계열,새누리당,61.97,조영진,새정치민주연합,30.27
2017,부산부산진구,26230,Busanjin-gu,부산진구,"16,087","16,087",0,0,0,"1,001,941","995,251","6,690",0,0,0.25,"474,331","475,536","474,423",-92,"482,360","451,055",0,"31,306",81.1,12.13,69,"49,793","283,295","410,547",183,"68,984",,,3.7,"18,215","490,680",58.5,"273,546","13,276",22.8,30.8,16.9,"371,703",새정치민주연합,6th,하계열,새누리당,61.97,조영진,새정치민주연합,30.27
2018,부산부산진구,26230,Busanjin-gu,부산진구,"16,375","16,375",0,0,0,"1,036,006","1,028,407","7,599",0,0,1.43,"492,180","499,208","492,504",-324,"510,416","496,823",0,"13,592",81.4,13.88,67.49,"67,085","326,120","483,192",194,"72,015",,,6.3,"33,762","534,531",58.8,"301,654","12,760",20.3,29.8,17.8,"362,357",더불어민주당,7th,서은숙,더불어민주당,50.05,김영옥,자유한국당,39.44
2019,부산부산진구,26230,Busanjin-gu,부산진구,"24,765","24,765",0,0,0,"1,099,878","1,092,293","7,585",0,0,6.77,"561,461","599,481","561,367",95,"582,687","566,083",0,"16,603",82.4,11.31,71.06,"57,595","362,002","509,443",218,"78,916",,,5.5,"33,084","605,070",63.2,"369,511","12,670",20,29.9,18.8,"357,880",더불어민주당,7th,서은숙,더불어민주당,50.05,김영옥,자유한국당,39.44
2020,부산부산진구,26230,Busanjin-gu,부산진구,"24,853","24,408",445,0,0,"1,149,004","1,140,663","8,341",0,0,2.36,"782,490","800,971","782,501",-12,"791,152","781,193",0,"9,959",84.6,11.94,72.67,"70,491","428,886","590,177",258,"92,436",,,18.3,"149,410","816,074",55,"431,778","16,784",19.8,30.2,19.7,"359,886",더불어민주당,7th,서은숙,더불어민주당,50.05,김영옥,자유한국당,39.44
2021,부산부산진구,26230,Busanjin-gu,부산진구,"23,569","23,496",73,0,0,"1,244,532","1,236,293","8,239",0,0,6.39,"762,284","811,028","762,418",-134,"782,251","773,295",0,"8,956",84.6,10.7,73.93,"66,343","458,432","620,089",272,"97,718",,,3.3,"832,619","27,435",69.5,"557,257","21,561",19.9,29.6,20.5,"353,159",더불어민주당,7th,서은숙,더불어민주당,50.05,김영옥,자유한국당,39.44
2022,부산부산진구,26230,Busanjin-gu,부산진구,,,,,,,,,,,,,,,,,,,,85.5,12.91,72.61,"88,260","496,540","683,830",315,"111,307",,,,,,,,,20.6,29.6,21.3,"355,917",국민의힘,8th,김영욱,국민의힘,62.21,서은숙,더불어민주당,37.78
2003,부산북구,26320,Buk-gu,북구,,,,,,,,,,,,,,,,"99,929","97,204",0,"2,725",56.8,8.07,48.69,"6,779","40,902","84,006",26,"8,372",,,,,,,,,23.7,23.7,5.5,"326,710",새천년민주당,3rd,배상도,한나라당,66.65,강인옥,무소속,17.75
2004,부산북구,26320,Buk-gu,북구,,,,,,,,,,,,,,,,"114,673","110,649",0,"4,024",60.3,8.63,51.64,"8,302","49,701","96,248",27,"8,665",,,,,,,,,23,23,5.9,"333,316",새천년민주당,3rd,배상도,한나라당,66.65,강인옥,무소속,17.75
2005,부산북구,26320,Buk-gu,북구,,,,,,,,,,,,,,,,"133,944","128,622",0,"5,322",59.8,8.37,51.4,"8,648","53,122","103,346",28,"9,303",,,,,,,,,20.9,56.2,6.3,"335,699",새천년민주당,3rd,배상도,한나라당,66.65,강인옥,무소속,17.75
2006,부산북구,26320,Buk-gu,북구,,,,,,,,,,,,,,,,"142,498","137,132",0,"5,366",65.3,7.56,57.7,"9,107","69,532","120,516",26,"8,577",,,,,,,,,18.2,45.8,6.8,"330,446",열린우리당,4th,이성식,한나라당,67.19,전재수,열린우리당,32.8
2007,부산북구,26320,Buk-gu,북구,,,,,,,,,,,,,,,,"176,140","176,140","176,140","176,140",69.1,6.47,62.67,"8,931","86,511","138,048",27,"8,787",,,,,,,,,14.2,39.6,7.4,"325,302",열린우리당,4th,이성식,한나라당,67.19,전재수,열린우리당,32.8
2008,부산북구,26320,Buk-gu,북구,,,,,,,,,,,,,,,,"195,757","184,415",0,"11,341",77.2,12.56,64.67,"21,332","109,845","169,848",30,"9,852",,,6,"11,835","195,975",58.5,"111,117","3,586",13.7,36.4,7.9,"318,859",한나라당,4th,이성식,한나라당,67.19,전재수,열린우리당,32.8
2009,부산북구,26320,Buk-gu,북구,,,,,,,,,,,-4.47,"245,866","234,885","245,180",686,"240,468","228,611",0,"11,857",78.1,12.24,65.84,"23,015","123,783","188,020",32,"10,187",,,10.4,"24,248","234,100",56.5,"127,583","4,637",14.1,34.8,8.4,"314,227",한나라당,4th,이성식,한나라당,67.19,전재수,열린우리당,32.8
2010,부산북구,26320,Buk-gu,북구,,,,,,,,,,,-5,"253,924","241,225","253,309",615,"247,916","231,872",0,"16,044",82.4,11.31,71.11,"23,633","148,598","208,979",33,"10,272",,,7.1,"16,949","239,109",58.7,"135,920","4,343",13.2,30.8,8.8,"312,218",한나라당,5th,황재관,한나라당,38.55,이성식,무소속,33.56
2011,부산북구,26320,Buk-gu,북구,,,,,,,,,,,-2.8,"261,790","254,463","261,167",623,"250,718","237,075",0,"13,643",80.6,11.07,69.5,"23,893","150,042","215,891",68,"21,248",,,4.2,"10,338","248,410",60.8,"146,401","4,593",15.6,33,9.2,"307,988",한나라당,5th,황재관,한나라당,38.55,이성식,무소속,33.56
2012,부산북구,26320,Buk-gu,북구,,,,,,,,,,,-5.4,"273,440","258,685","272,775",666,"265,284","253,981",0,"11,304",80.7,11.91,68.75,"26,796","154,709","225,036",74,"22,703",,,4.3,"11,165","258,945",63.2,"158,422","5,146",17.2,34,9.7,"312,937",한나라당,5th,황재관,한나라당,38.55,이성식,무소속,33.56
2013,부산북구,26320,Buk-gu,북구,,,,,,,,,,,-4.4,"304,329","290,932","303,998",331,"289,273","279,749",0,"9,524",82.1,11.04,71.07,"26,567","171,103","240,749",80,"24,952",,,5,"14,560","290,997",64.4,"181,265","6,195",15.9,31.9,10.4,"309,719",한나라당,5th,황재관,한나라당,38.55,이성식,무소속,33.56
2014,부산북구,26320,Buk-gu,북구,,,,,,,,,,,-4.48,"337,613","322,504","337,455",157,"314,036","302,909",0,"11,127",83.3,9.94,73.4,"27,177","200,633","273,357",85,"26,277",,,5.6,"18,356","327,964",63.3,"200,397","7,075",13.6,27.8,11.1,"306,974",새누리당,6th,황재관,새누리당,55.81,정진우,새정치민주연합,32.81
2015,부산북구,26320,Buk-gu,북구,"15,469","15,469",0,0,0,"627,721","624,482","3,240",0,0,-3.93,"363,592","349,320","363,445",146,"353,699","340,022",0,"13,677",82.9,10.13,72.73,"29,222","209,745","288,389",93,"28,628",,,4.4,"15,790","355,777",64.8,"222,576","7,957",13.8,28.4,11.7,"310,484",새누리당,6th,황재관,새누리당,55.81,정진우,새정치민주연합,32.81
2016,부산북구,26320,Buk-gu,북구,"15,141","15,141",0,0,0,"667,447","664,144","3,303",0,0,6.99,"359,029","384,138","359,172",-143,"373,497","361,452",0,"12,045",83.1,9.59,73.54,"31,118","238,682","324,546",104,"32,353",,,6.1,"23,556","387,116",62.6,"232,701","9,527",13.9,27.5,12.4,"310,202",새누리당,6th,황재관,새누리당,55.81,정진우,새정치민주연합,32.81
2017,부산북구,26320,Buk-gu,북구,"14,723","14,723",0,0,0,"690,091","686,666","3,425",0,0,1.84,"387,728","394,878","387,837",-109,"399,116","387,438",0,"11,678",83,9.53,73.44,"32,323","249,024","339,084",112,"34,600",,,5.9,"24,027","407,022",63.1,"245,250","11,750",14.2,27.7,13.5,"302,924",새정치민주연합,6th,황재관,새누리당,55.81,정진우,새정치민주연합,32.81
2018,부산북구,26320,Buk-gu,북구,"17,483","17,483",0,0,0,"722,580","719,071","3,509",0,0,4.35,"411,357","429,250","411,406",-49,"417,054","406,007",0,"11,047",83.3,9.12,74.16,"33,883","275,568","371,596",125,"37,790",,,5.1,"22,410","435,890",64.8,"271,284","11,366",14,28,14.5,"296,952",더불어민주당,7th,정명희,더불어민주당,56.5,황재관,자유한국당,39.47
2019,부산북구,26320,Buk-gu,북구,"18,055","18,055",0,0,0,"766,186","762,556","3,630",0,0,4.96,"501,653","526,527","501,685",-33,"513,280","491,362",0,"21,919",83.9,8.46,75.48,"34,915","311,363","412,511",135,"40,016",,,5.9,"30,697","523,477",62.9,"318,444","10,577",13.3,26.8,15.8,"291,132",더불어민주당,7th,정명희,더불어민주당,56.5,황재관,자유한국당,39.47
2020,부산북구,26320,Buk-gu,북구,"21,671","21,671",0,0,0,"820,918","817,203","3,715",0,0,0.19,"672,877","674,137","672,869",8,"685,634","667,795",0,"17,839",84.1,10.43,73.66,"49,076","346,473","470,374",153,"44,637",,,3.9,"26,504","681,258",70.8,"469,106","13,097",12.5,28.4,17.4,"283,952",더불어민주당,7th,정명희,더불어민주당,56.5,황재관,자유한국당,39.47
2021,부산북구,26320,Buk-gu,북구,"20,836","20,836",0,0,0,"865,589","861,557","4,032",0,0,3.31,"654,710","676,384","654,674",36,"675,669","654,758",0,"20,911",84.2,8.4,75.77,"41,715","376,411","496,786",160,"45,481",,,4.6,"687,834","31,974",68.2,"454,162","14,694",11.9,27.1,18.5,"283,211",더불어민주당,7th,정명희,더불어민주당,56.5,황재관,자유한국당,39.47
2022,부산북구,26320,Buk-gu,북구,,,,,,,,,,,,,,,,,,,,85.9,9.05,76.84,"50,482","428,532","557,722",170,"48,028",,,,,,,,,11.2,25.3,20,"278,857",국민의힘,8th,오태원,국민의힘,57.03,정명희,더불어민주당,42.96
2003,부산사상구,26530,Sasang-gu,사상구,,,,,,,,,,,,,,,,"96,519","96,319",0,201,53.2,14.48,38.68,"12,767","34,093","88,150",54,"16,011",,,,,,,,,40.1,40.1,5.2,"287,938",새천년민주당,3rd,윤덕진,한나라당,100,,,
